Pagina,Tipo_Evasion,Texto_Detectado,Contexto_80chars,Personas_en_Pagina
4431,Objection,objection,privilege as well 8 as the Fifth Amendment. 9 MR. GOLDBERGER: Right. So that 10 objection were making as to attorney-client 11 privilege in no way waives the Fifth 12 Am,
4431,Objection,objection,"he question. 14 MR. CASSELL: Mr. Weinberg, since 15 youre participating over my objection, can 16 you confirm that there is a joint defense 17 agreement between your cli",
4431,Objection,objection,", and hes not present here. 23 MR. CASSELL: Im just trying to 24 understand the objection so that I can avoid 25 it in any future questions. Page 24 1 J. Epstein - Confi",
4431,Objection,objection,"re questions. Page 24 1 J. Epstein - Confidential 2 What was the nature of your objection 3 regarding common interest and joint defense 4 agreement, Mr. Weinberg 5 MR. W",
4431,Objection,objection,objected to my last question based on 12 foundation. What was the foundation 13 objection 14 MR. PAGLIUCA: Theres multiple 15 foundational issues. We dont know the 16 so,
4431,Fifth Amendment,Fifth Amendment,"st agreement, you would 7 assert the attorney-client privilege as well 8 as the Fifth Amendment. 9 MR. GOLDBERGER: Right. So that 10 objection were making as to attorney-clien",
4431,Fifth Amendment,Fifth Amendment,It was direct status 6 asserting the attorney-client privilege as 7 well as the Fifth Amendment. Im making no 8 representations regarding the existence of 9 any agreement. 10,
4431,Fifth Amendment,Fifth Amendment,"litigation, when you know 6 that this witness is going to blanketly 7 assert a Fifth Amendment privilege. 8 Frankly, I see no point in actually 9 having this deposition since",
4433,Objection,objection,dation. 10 THE WITNESS: Fifth. 11 MR. CASSELL: Can you tell me what the form 12 objection was to that 13 MR. PAGLIUCA: Please tell me how the 14 solicitation was accompl,
4433,Objection,objection,"rm, let me just try to ask a 18 series of questions, then, to avoid the form 19 objection. 20 BY MR. CASSELL: 21 Q. How did you accomplish the crime that you 22 pled gui",
4433,Objection,objection,two crimes take place 23 A. Fifth. 24 Q. And I suppose there could be a form 25 objection to that question being compound. So to Page 33 1 J. Epstein - Confidential 2 ob,
4434,Objection,objection,"undation. 14 THE WITNESS: Fifth. 15 MR. CASSELL: Could I understand the 16 form objection to that question 17 MR. PAGLIUCA: Who was regularly 18 in... 19 Again, these ar",
4434,Objection,objection,"frame, who was 3 regularly in your house 4 MR. PAGLIUCA: Form and foundation 5 objection. 6 THE WITNESS: Fifth. 7 BY MR. CASSELL: 8 Q. Sir, isnt it true that when you s",
4438,Objection,objection,"stein - Confidential 2 know, if we can understand that my form and 3 foundation objection encompasses what youre 4 deeming as speaking objections, I can 5 certainly trun",Ghislaine Maxwell
4438,Objection,objection,"d to make 11 the record. 12 MR. PAGLIUCA: Okay. And that form and 13 foundation objection, then, would include my 14 position that theres no good faith basis to 15 be as",Ghislaine Maxwell
4439,Objection,objection,"he proceeding. Fair 3 MR. CASSELL: You would be preserving, 4 obviously, a form objection and a foundation 5 objection. 6 MR. PAGLIUCA: Sure. I guess the 7 questions the",Jeffrey Epstein
4439,Objection,objection,"SELL: You would be preserving, 4 obviously, a form objection and a foundation 5 objection. 6 MR. PAGLIUCA: Sure. I guess the 7 questions then becomes what does that mean",Jeffrey Epstein
4439,Objection,objection,"23 Q. And then if we skip over two lines where 24 theres a form and foundation objection, we go to 25 line 14 where there is an answer given by Page 56 1 J. Epstein - C",Jeffrey Epstein
4439,Objection,Objection,"at your preference was to 23 start a massage with sex, correct 24 MR. PAGLIUCA: Objection to form and 25 foundation. Page 57 1 J. Epstein - Confidential 2 THE WITNESS: F",Jeffrey Epstein
4441,Objection,objection,"see that question 3 A. Yes. 4 Q. And then skipping over a form and 5 foundation objection, on line 9 we see an answer from 6 Maxwell, You would have to check with him. 7",Jeffrey Epstein
4442,Objection,Objection,"axwell to recruit girls for you to sexually abuse, 9 true, sir 10 MR. PAGLIUCA: Objection to form and 11 foundation. 12 THE WITNESS: Fifth. 13 BY MR. CASSELL: 14 Q. Plea",
4445,Objection,Objection,"well was lying when she denied sexual 6 abuse of Virginia, true 7 MR. PAGLIUCA: Objection to form and 8 foundation. 9 THE WITNESS: Fifth. 10 BY MR. CASSELL: 11 Q. If Max",
4445,Objection,Objection,"she would have admitted to sexually 13 abusing Virginia, true 14 MR. PAGLIUCA: Objection to form and 15 foundation. 16 THE WITNESS: Fifth. 17 BY MR. CASSELL: 18 Q. When",
4445,Objection,Objection,"well had sex with 19 Virginia dozens and dozens of times, true 20 MR. PAGLIUCA: Objection to form and 21 foundation. 22 THE WITNESS: Fifth. 23 BY MR. CASSELL: 24 Q. What",
4446,Objection,Objection,"17 abused dozens of girls in other locations as well, 18 true 19 MR. PAGLIUCA: Objection to form and 20 foundation. 21 THE WITNESS: Fifth. 22 BY MR. CASSELL: 23 Q. In a",
4446,Objection,Objection,"ll have also participated in 19 sex orgies with Virginia, true 20 MR. PAGLIUCA: Objection to form and 21 foundation. 22 THE WITNESS: Fifth. 23 BY MR. CASSELL: 24 Q. You",
4448,Objection,Objection,"rginia available -- 3 available for you to sexually abuse, true 4 MR. PAGLIUCA: Objection to the form 5 and foundation. 6 THE WITNESS: Fifth. 7 BY MR. CASSELL: 8 Q. What",Ghislaine Maxwell
4449,Objection,Objection,"girls under the age of 18 to you 18 for sexual purposes, true 19 MR. PAGLIUCA: Objection to form and 20 foundation. 21 THE WITNESS: Fifth. 22 Can I have some water 23 M",
4451,Objection,objection,"mmediately 20 identified who was in this photograph, true 21 MR. PAGLIUCA: Same objection. 22 THE WITNESS: Fifth. 23 BY MR. CASSELL: 24 Q. And based on your understandin",Prince Andrew
4451,Objection,objection,"diately 3 identified where this photograph was taken, true 4 MR. PAGLIUCA: Same objection. 5 THE WITNESS: Fifth. 6 BY MR. CASSELL: 7 Q. The only persons -- I think we ma",Prince Andrew
4454,Objection,Objection,rginia if she 11 had refused your request to have sex with men 12 MR. PAGLIUCA: Objection to form and 13 foundation. 14 THE WITNESS: Fifth. 15 BY MR. CASSELL: 16 Q. Isnt,
4471,Fifth Amendment,Fifth Amendment,"REPORTER: No. 8 MR. GOLDBERGER: Ill -- Ill rephrase 9 it. 10 In addition to the Fifth Amendment 11 privilege, we are invoking attorney-client 12 privilege to the extent that a",Jeffrey Epstein
4474,Objection,objection,LDBERGER: Attorney-client 22 privilege. 23 Do you want to give me a standing 24 objection to attorney-client privilege on -- 25 on any of the questions concerning the MA,
4475,Objection,objection,"Yes. 4 MR. GOLDBERGER: Okay. 5 MR. WEINBERG: And a standing -- and a 6 standing objection to these questions are 7 based, if there is a confidentiality 8 agreement, on t",Alan Dershowitz
4478,Objection,Objection,"last -- 10 Did you get the question 11 THE COURT REPORTER: No -- yes, but... 12 Objection -- 13 MR. PAGLIUCA: Okay. Yeah. 14 Object to form and foundation. 15 THE COURT",Alan Dershowitz
4482,Objection,objection,n Greenfield. 24 MR. CASSELL: Understood. And Ill assume 25 you have a standing objection based on the Page 227 1 J. Epstein - Confidential 2 grounds that you just descr,Ghislaine Maxwell
4482,Objection,objection,"d to this subpoena. 4 MR. GOLDBERGER: Just so were clear, 5 the Fifth Amendment objection as to act of 6 production is going to apply to 7 everything that -- 8 MR. CASSE",Ghislaine Maxwell
4482,Fifth Amendment,Fifth Amendment,to this subpoena 16 A. Fifth. 17 MR. WEINBERG: Mr. Epstein would assert 18 the Fifth Amendment as well as the act of 19 production for the protections against 20 responding t,Ghislaine Maxwell
4482,Fifth Amendment,Fifth Amendment,"tions with regard to this subpoena. 4 MR. GOLDBERGER: Just so were clear, 5 the Fifth Amendment objection as to act of 6 production is going to apply to 7 everything that -- 8",Ghislaine Maxwell
4482,Fifth Amendment,Fifth Amendment,rything that -- 8 MR. CASSELL: Yeah. We disagree. But 9 I understand you have a Fifth Amendment and 10 act of production. 11 MR. GOLDBERGER: Yes. 12 MR. CASSELL: Lets just han,Ghislaine Maxwell
4482,Fifth Amendment,Fifth Amendment,"here, right 18 MR. PAGLIUCA: Object to form and 19 foundation. 20 THE WITNESS: Fifth Amendment. 21 BY MR. CASSELL: 22 Q. In the last three weeks, youve made no 23 search at a",Ghislaine Maxwell
4494,Objection,Objection,"ls 6 questions about Ms. Maxwell had no basis in fact, 7 correct 8 MR. CASSELL: Objection to form and 9 foundation. 10 THE WITNESS: Fifth. 11 BY MR. PAGLIUCA: 12 Q. You",
4494,Fifth Amendment,Fifth Amendment,5 1 J. Epstein - Confidential 2 Mr. Cassell concerning the more -- the 3 longer Fifth Amendment invocation 4 MR. PAGLIUCA: Yes. In the beginning 5 of the deposition I indicate,
4495,Objection,objection,ou have not -- 18 MR. CASSELL: Im sorry. I missed the 19 -- form and foundation objection. 20 BY MR. PAGLIUCA: 21 Q. You have not been in any location 22 contemporaneous,Ghislaine Maxwell
4496,Objection,objection,ality agreement. 16 MR. PAGLIUCA: And we can have -- you 17 can have a standing objection to that on 18 those grounds related to any question I ask 19 about the settleme,
4496,Fifth Amendment,Fifth Amendment,85 72 Pages 282 to 285 Page 282 1 J. Epstein - Confidential 2 you asserting any Fifth Amendment privilege in this 3 matter 4 MR. CASSELL: Objects to form -- object 5 and found,
4498,Objection,objection,f and 13 Ms. GiuffreRoberts 14 A. Fifth. 15 MR. GOLDBERGER: And the standing 16 objection on confidentiality. 17 MR. PAGLIUCA: Understood. 18 BY MR. PAGLIUCA: 19 Q. Mr.,Ghislaine Maxwell
4507,Don't know,not sure,". It has been asked and answered 16 as well. I didnt go into this, and so Im 17 not sure why were going over it again. 18 THE WITNESS: Fifth. 19 BY MR. CASSELL: 20 Q. Y",Prince Andrew
4508,Objection,objection,ask the question 12 BY MR. CASSELL: 13 Q. Isnt that true 14 MR. PAGLIUCA: Same objection. 15 THE WITNESS: Fifth. 16 BY MR. CASSELL: 17 Q. You were asked questions about,
4511,Fifth Amendment,Fifth Amendment,Confidential 2 BY MR. CASSELL: 3 Q. Part of the basis for you asserting your 4 Fifth Amendment privilege today was that you are 5 fearful of incriminating yourself in foreign,Ghislaine Maxwell
4511,Fifth Amendment,Fifth Amendment,"ient. 11 BY MR. CASSELL: 12 Q. In fact, you lack any basis for asserting 13 the Fifth Amendment privilege with respect to foreign 14 criminal prosecutions, right 15 MR. PAGLIU",Ghislaine Maxwell
4514,Fifth Amendment,Fifth Amendment,oundation. 8 THE WITNESS: Fifth. 9 BY MR. CASSELL: 10 Q. You were asserting the Fifth Amendment 11 privilege today not only to protect yourself but also 12 to protect Ms. Maxw,Ghislaine Maxwell
4516,Objection,objection,CASSELL: 19 Q. True 20 A. Theres no question. 21 Q. True 22 MR. PAGLIUCA: Same objection. 23 THE WITNESS: Fifth. 24 BY MR. CASSELL: 25 Q. With regard to the girls that,David Copperfield
4566,Objection,Objection,ent an apartment 4 A. My partner does. 5 Q. Who is your partner 6 MR. GUIRGUIS: Objection. 7 Q. Who is your partner 8 THE WITNESS: Do I have to 9 answer that 10 MR. GUIR,
4566,Don't know,not sure,long has Peter been 18 your partner 19 MR. GUIRGUIS: Im going to 20 object. Im not sure what the 21 relevance of this is or where 22 youre going with this. 23 Q. How l,
4567,Objection,objection,"ENTIAL AEO 2 just ask a question I would 3 like to just clarify. When you 4 say objection, does that mean I 5 actually have to answer the 6 question Because thats 7 irre",
4568,Objection,objection,g to allow -- 23 MS. MENNINGER: Do you 24 believe that relevance is a 25 proper objection during a MAGNA9 LEGAL SERVICES Case 1:15-cv-07433-LAP Document 1335-7 Filed 010,
4568,Don't know,not sure,". 18 MS. MENNINGER: Is there a 19 privilege youre asserting 20 MR. GUIRGUIS: Im not sure 21 what the relevance is, and Im 22 not going to allow -- 23 MS. MENNINGER: Do",
4569,Objection,objection,INGER: On 12 relevance Youre instructing 13 her not to answer on a relevance 14 objection Is that what youre 15 saying 16 MR. GUIRGUIS: I just 17 objected. 18 MS. MCCAWL,Virginia Giuffre
4571,Objection,Objection,"shed by anyone 3 A. No. 4 Q. What is your partners 5 occupation 6 MR. GUIRGUIS: Objection. 7 MS. MCCAWLEY: Objection. 8 MR. GUIRGUIS: Im going to 9 object, yeah. Same ob",
4571,Objection,Objection,". What is your partners 5 occupation 6 MR. GUIRGUIS: Objection. 7 MS. MCCAWLEY: Objection. 8 MR. GUIRGUIS: Im going to 9 object, yeah. Same objection. 10 MS. MENNINGER:",
4571,Objection,objection,"on. 7 MS. MCCAWLEY: Objection. 8 MR. GUIRGUIS: Im going to 9 object, yeah. Same objection. 10 MS. MENNINGER: If you are 11 going to instruct the witness not 12 to answer",
4571,Objection,objection,"t the witness not 12 to answer, please say that 13 contemporaneous with your 14 objection, because there are two 15 different things: There are 16 objections and instruc",
4571,Objection,objection,ot to answer what her partners 20 occupation is 21 MR. GUIRGUIS: Right. Same 22 objection. Im instructing the 23 witness not to answer on the 24 basis of both relevance,
4575,Objection,Objection,"rs to get answers to these 22 questions. 23 MR. POTTINGER: Wait, wait, 24 wait. Objection. 25 MR. GUIRGUIS: There is MAGNA9 LEGAL SERVICES Case 1:15-cv-07433-LAP Documen",
4579,Objection,objection,"has her own 16 action pending. 17 MR. PAGLIUCA: Thank you for 18 that speaking objection, Ms. 19 McCawley, and communicating that 20 information to the witness, which 2",
4580,Objection,Objection,kay. 20 Q. Are those five lawyers that 21 are representing you 22 MR. GUIRGUIS: Objection. 23 Q. Yes or no 24 A. Yes. 25 Q. All right. Anyone else MAGNA9 LEGAL SERVICES,
4581,Objection,Objection,how many hours 15 you have spent with your attorneys 16 A. No. 17 MR. GUIRGUIS: Objection. 18 Q. How many hours have you 19 spent with Mr. Guirguis 20 MR. GUIRGUIS: Obje,
4581,Objection,Objection,tion. 18 Q. How many hours have you 19 spent with Mr. Guirguis 20 MR. GUIRGUIS: Objection. 21 Q. Without communicating to me 22 any information you and he have 23 shared,
4582,Objection,Objection,total. 3 Q. When is the first time that 4 you met Mr. Guirguis 5 MR. GUIRGUIS: Objection. 6 MS. MCCAWLEY: You can 7 answer. 8 MR. GUIRGUIS: You can 9 answer. 10 A. Yest,
4583,Objection,Objection,rs. 18 Q. Approximately how many 19 A. I dont know. 20 Q. Five 21 MR. GUIRGUIS: Objection. 22 A. More than five. 23 Q. Ten 24 MR. GUIRGUIS: Objection. 25 Q. Ten MAGNA9 L,
4583,Objection,Objection,ve 21 MR. GUIRGUIS: Objection. 22 A. More than five. 23 Q. Ten 24 MR. GUIRGUIS: Objection. 25 Q. Ten MAGNA9 LEGAL SERVICES Case 1:15-cv-07433-LAP Document 1335-7 Filed 0,
4584,Objection,Objection,cant remember the date. 14 Q. Early November Late 15 November 16 MR. GUIRGUIS: Objection. 17 A. I cant remember. 18 Q. Was she speaking to you on 19 your cell phone or,
4586,Objection,Objection,". On my partners cell phone. 4 Q. Whats his cell phone 5 number 6 MS. MCCAWLEY: Objection. 7 Whats the relevance of her 8 partners cell phone 9 Again, this is irrelevant",
4588,Objection,Objection,"ENTIAL AEO 2 Q. How many hours did you spend 3 with Mr. Edwards 4 MS. MCCAWLEY: Objection. 5 A. The same amount. 6 Q. He was with Mr. Pottinger 7 A. Yeah, yes. 8 Q. And",
4588,Objection,Objection,in exchange for your agreement to 24 be a witness in this case 25 MR. GUIRGUIS: Objection. MAGNA9 LEGAL SERVICES Case 1:15-cv-07433-LAP Document 1335-7 Filed 010924 Page,
4589,Objection,Objection,at 17 A. No. 18 Q. And youre staying where 19 while youre here 20 MR. GUIRGUIS: Objection. 21 And direct you not to answer 22 that. 23 Q. Are you staying in a hotel 24 w,
4590,Objection,Objection,TIAL AEO 2 answer that. 3 A. Yeah. 4 Q. Are you paying for that 5 MR. GUIRGUIS: Objection. 6 Im directing you not to 7 answer. 8 MS. MCCAWLEY: You can 9 answer. 10 MR. G,
4593,Objection,Objection,"fidential Highly Confidential Page 35 1 HIGHLY CONFIDENTIAL AEO 2 MS. MCCAWLEY: Objection. 3 To the extent this gets into 4 attorneyclient privileged 5 information, your",
4594,Objection,Objection,reements 9 with your lawyers about media rights 10 in any form 11 MR. GUIRGUIS: Objection to 12 the extent that youre asking 13 about communications with the 14 attorney,
4600,Objection,Objection,the 3 press that caused you to get in touch 4 with Ms. Callahan 5 MS. MCCAWLEY: Objection to 6 form. Go ahead. 7 A. You can read the article 8 yourself. Its on the 16th,
4601,Objection,objection,ber nothing else 16 about the article -- 17 MS. MCCAWLEY: Asked and 18 answered objection. 19 Q. -- except it was related to 20 Jeffrey Epstein and it ended with the 21,Jeffrey Epstein
4601,Objection,Objection,"Epstein and it ended with the 21 sentence that youve described 22 MS. MCCAWLEY: Objection, 23 asked and answered. 24 A. Yes. 25 Q. What do you know about other MAGNA9 LE",Jeffrey Epstein
4603,Objection,Objection,t 16 you described as frightened. 17 A. Okay. On the island -- 18 MR. GUIRGUIS: Objection. 19 You seem to be suggesting that 20 all those girls are from the 21 island. I,
4603,Don't know,not sure,19 You seem to be suggesting that 20 all those girls are from the 21 island. Im not sure thats the 22 testimony. 23 Q. All right. You said girls 24 on the island and in,
4606,Objection,Objection,remember the 14 location. 15 Q. Was it at Mr. Epsteins 16 home 17 MR. GUIRGUIS: Objection. 18 You have asked her now almost 20 19 questions about where she met 20 these,
4608,Objection,Objection,"Ms. Callahan for 22 compensation in exchange for your 23 story 24 MS. MCCAWLEY: Objection, 25 asked and answered. MAGNA9 LEGAL SERVICES Case 1:15-cv-07433-LAP Document 1",
4611,Objection,Objection,EO 2 details that you thought were similar 3 to your experience 4 MS. MCCAWLEY: Objection. 5 A. They were details that were 6 exactly the same as what I had 7 experience,
4613,Objection,Objection,fidential Highly Confidential Page 55 1 HIGHLY CONFIDENTIAL AEO 2 MR. GUIRGUIS: Objection to 3 form. 4 You can answer. 5 A. Yes. 6 Q. Did you also have a British 7 passp,
4615,Objection,Objection,"IDENTIAL AEO 2 names, but just the people you just 3 described. 4 MR. GUIRGUIS: Objection. 5 You can answer. 6 A. I grew up with my mom and my 7 stepdad, and my brother",
4617,Objection,Objection,"13 A. Yes, I have. 14 Q. Who else have you been 15 engaged to 16 MS. MCCAWLEY: Objection. 17 MR. GUIRGUIS: Objection. 18 A. I dont really see the 19 relevance in that.",
4617,Objection,Objection,o else have you been 15 engaged to 16 MS. MCCAWLEY: Objection. 17 MR. GUIRGUIS: Objection. 18 A. I dont really see the 19 relevance in that. 20 Q. Who else have you been,
4624,Objection,Objection,CONFIDENTIAL AEO 2 Q. How much money did you make 3 as a model 4 MR. GUIRGUIS: Objection. 5 A. I cant remember. 6 Q. When did you work in 7 superyachting 8 A. I cant re,
4630,Objection,Objection,ch did you pay 22 A. I cant remember. 23 Q. A thousand dollars 24 MR. GUIRGUIS: Objection. 25 A. I think it was less than MAGNA9 LEGAL SERVICES Case 1:15-cv-07433-LAP Do,
4633,Objection,Objection,CONFIDENTIAL AEO 2 Q. And you dont remember how 3 you met Chris 4 MR. GUIRGUIS: Objection. 5 A. I met loads of people during 6 that time. I cant specifically 7 remember,
4633,Objection,Objection,"house, there 9 was Chris and another guy 10 A. Thats correct. 11 MS. MCCAWLEY: Objection, 12 misstates -- 13 Q. Do you remember the other 14 guys name 15 A. I cant reme",
4637,Objection,Objection,"e so many 11 girls, a constant influx of girls. 12 Q. How many 13 MS. MCCAWLEY: Objection. 14 A. I cant remember. 15 Q. 50 16 MR. GUIRGUIS: Objection. 17 A. I cant remem",
4637,Objection,Objection,ny 13 MS. MCCAWLEY: Objection. 14 A. I cant remember. 15 Q. 50 16 MR. GUIRGUIS: Objection. 17 A. I cant remember. 18 Q. A hundred 19 MR. GUIRGUIS: Objection. 20 A. I can,
4637,Objection,Objection,R. GUIRGUIS: Objection. 17 A. I cant remember. 18 Q. A hundred 19 MR. GUIRGUIS: Objection. 20 A. I cant remember. 21 Q. Can you say if it was more 22 than a thousand or,
4637,Objection,Objection,r. 21 Q. Can you say if it was more 22 than a thousand or less 23 MR. GUIRGUIS: Objection. 24 A. I cant remember. 25 Q. You cant remember if it was MAGNA9 LEGAL SERVICES,
4638,Objection,Objection,Y CONFIDENTIAL AEO 2 more than a thousand 3 A. I cant remember. 4 MR. GUIRGUIS: Objection. 5 MS. MCCAWLEY: Objection. 6 This is harassing. 7 MR. GUIRGUIS: Objection. 8 W,
4638,Objection,Objection,han a thousand 3 A. I cant remember. 4 MR. GUIRGUIS: Objection. 5 MS. MCCAWLEY: Objection. 6 This is harassing. 7 MR. GUIRGUIS: Objection. 8 Were crossing a line here. 9,
4638,Objection,Objection,UIS: Objection. 5 MS. MCCAWLEY: Objection. 6 This is harassing. 7 MR. GUIRGUIS: Objection. 8 Were crossing a line here. 9 MS. MENNINGER: Okay. Im 10 asking if she can re,
4639,Objection,Objection,the building. 4 How many females did you meet in the 5 building 6 MR. GUIRGUIS: Objection. 7 A. I cant remember. 8 Q. And can you say it was more 9 or less than one thou,
4639,Objection,Objection,. 8 Q. And can you say it was more 9 or less than one thousand 10 MR. GUIRGUIS: Objection. 11 A. It was less than a thousand 12 girls. 13 Q. Was it less than a hundred 1,
4639,Objection,Objection,r one of the females that 20 you met in the apartment building 21 MR. GUIRGUIS: Objection. 22 A. I cant remember. 23 Q. Can you describe any of 24 them 25 MR. GUIRGUIS:,
4639,Objection,Objection,. 22 A. I cant remember. 23 Q. Can you describe any of 24 them 25 MR. GUIRGUIS: Objection. MAGNA9 LEGAL SERVICES Case 1:15-cv-07433-LAP Document 1335-7 Filed 010924 Page,
4640,Objection,Objection,loyment 4 while you were here in the U.S. in the 5 fall of 2006 6 MR. GUIRGUIS: Objection. 7 A. I did freelance modeling. 8 Q. Who did you do that for 9 A. Various photo,
4640,Objection,Objection,"lio 17 A. No. 18 Q. Do you have any of your 19 modeling photos 20 MS. MCCAWLEY: Objection, 21 asked and answered. 22 A. Yeah, I got a couple. 23 Q. Where are they 24 A.",
4641,Objection,Objection,"ll of 2006, was there a limit on 7 how long you could stay here 8 MR. GUIRGUIS: Objection. 9 A. Yes, there was. 10 Q. What was that 11 A. It was a three-month tourist 12",
4641,Objection,Objection,ted to be 14 employed while you were here on a 15 tourist visa 16 MR. GUIRGUIS: Objection. 17 Hold on a second. 18 MS. MENNINGER: I dont know 19 what kind of visa she wa,
4642,Fifth Amendment,Fifth Amendment,4 complying with immigration law or 5 not. 6 MS. MENNINGER: Is she 7 taking the Fifth Amendment 8 MR. GUIRGUIS: Im just not 9 sure that you need to ask the 10 question. 11 MS.,
4647,Objection,Objection,"living here in late 5 2006 6 A. I cant remember. 7 Q. Ten times 8 MR. GUIRGUIS: Objection. 9 A. It could be, it wasnt -- 10 yeah, it could be that. It wasnt 11 really...",Jeffrey Epstein
4649,Objection,Objection,"fidential Highly Confidential Page 91 1 HIGHLY CONFIDENTIAL AEO 2 MR. GUIRGUIS: Objection. 3 A. I cant remember. I would 4 have been with an acquaintance or 5 something,",
4652,Objection,Objection,y. So you and Natalya 17 and had consensual sex in s 18 office 19 MR. GUIRGUIS: Objection. 20 MS. MCCAWLEY: Objection. 21 Q. Is that right 22 A. Thats correct. 23 Q. Did,
4652,Objection,Objection,had consensual sex in s 18 office 19 MR. GUIRGUIS: Objection. 20 MS. MCCAWLEY: Objection. 21 Q. Is that right 22 A. Thats correct. 23 Q. Did I get that wrong in any 24,
4661,Objection,Objection,"three 9 months -- 10 A. Mm-hmm. 11 Q. So you left in December 12 MS. MCCAWLEY: Objection, 13 asked and answered. 14 A. September, October, 15 November. Yeah, I did -- I",
4668,Objection,Objection,". Okay. Do you remember any 15 specifics of your conversations 16 MS. MCCAWLEY: Objection, 17 asked and answered. 18 A. We spoke very frequently 19 about the faces Jeffr",
4672,Objection,Objection,15 Jeffrey Did you agree to meet 16 Jeffrey What happened next 17 MR. GUIRGUIS: Objection to 18 form. 19 Q. What happened next 20 MR. GUIRGUIS: Objection to 21 that one,
4672,Objection,Objection,"7 MR. GUIRGUIS: Objection to 18 form. 19 Q. What happened next 20 MR. GUIRGUIS: Objection to 21 that one too. 22 A. I agreed to -- yeah, I met 23 Jeffrey. 24 Q. How 25 A",
4675,I don't recall,do not remember,ONFIDENTIAL AEO 2 watching the movie with a bunch of new 3 people. 4 Q. And you do not remember the 5 name of the movie 6 MR. GUIRGUIS: Objection. 7 A. No. 8 Q. And what happe,
4675,Objection,Objection,3 people. 4 Q. And you do not remember the 5 name of the movie 6 MR. GUIRGUIS: Objection. 7 A. No. 8 Q. And what happened after the 9 movie was over 10 MR. GUIRGUIS: Ob,
4675,Objection,Objection,on. 7 A. No. 8 Q. And what happened after the 9 movie was over 10 MR. GUIRGUIS: Objection. 11 A. I got in a taxi. 12 Q. And 13 MR. GUIRGUIS: Objection. 14 MS. MENNINGER:,
4675,Objection,Objection,"r 10 MR. GUIRGUIS: Objection. 11 A. I got in a taxi. 12 Q. And 13 MR. GUIRGUIS: Objection. 14 MS. MENNINGER: Whats the 15 objection 16 MR. GUIRGUIS: The question 17 and,",
4675,Objection,objection,"in a taxi. 12 Q. And 13 MR. GUIRGUIS: Objection. 14 MS. MENNINGER: Whats the 15 objection 16 MR. GUIRGUIS: The question 17 and, objection to form. Thats a 18 good object",
4675,Objection,objection,"14 MS. MENNINGER: Whats the 15 objection 16 MR. GUIRGUIS: The question 17 and, objection to form. Thats a 18 good objection. 19 A. I went home. 20 Q. When was the next",
4675,Objection,objection,"ection 16 MR. GUIRGUIS: The question 17 and, objection to form. Thats a 18 good objection. 19 A. I went home. 20 Q. When was the next time you 21 met Jeffrey 22 A. I can",
4678,Objection,Objection,idential Highly Confidential Page 120 1 HIGHLY CONFIDENTIAL AEO 2 MR. GUIRGUIS: Objection. 3 A. I went on the -- I went with 4 them to the island. 5 Q. Where was the pla,
4680,Objection,Objection,23 occasional sexual relationship with 24 Natalya at that time 25 MS. MCCAWLEY: Objection. MAGNA9 LEGAL SERVICES Case 1:15-cv-07433-LAP Document 1335-7 Filed 010924 Page,
4684,Objection,Objection,"and. 12 Can you just draw where the 13 other seats are, though 14 MS. MCCAWLEY: Objection, 15 asked and answered. 16 A. I dont remember where the 17 other seats are. I r",
4687,Objection,Objection,"is there anyone 10 else you recall being on that first 11 trip 12 MR. GUIRGUIS: Objection. 13 A. On that particular first 14 trip, I cant remember. I just 15 remember Na",
4688,Objection,Objection,ffrey Epstein on your 6 first trip 7 A. Yes. 8 Q. What happened 9 MR. GUIRGUIS: Objection. 10 A. It was -- I had to give him 11 a massage in his bedroom. 12 Q. And how d,Jeffrey Epstein
4690,Objection,Objection,"assage 4 him. 5 Q. So you were asleep and 6 Jeffrey woke you up 7 MS. MCCAWLEY: Objection. 8 A. When we first got on the 9 plane, we sat down. You know, like 10 when you",
4696,Objection,Objection,of 11 trips to the island you think was less 12 than ten times 13 MR. GUIRGUIS: Objection. 14 A. There was several times. 15 Im not sure if it was more than ten. 16 I do,
4696,Don't know,not sure,than ten times 13 MR. GUIRGUIS: Objection. 14 A. There was several times. 15 Im not sure if it was more than ten. 16 I dont know the accurate number. It 17 was several,
4697,Objection,Objection,"Who flew the helicopter 5 A. I dont -- a guy. 6 Q. Was he cute 7 MR. GUIRGUIS: Objection. 8 A. I dont remember. 9 MR. GUIRGUIS: Objection, 10 and I direct the witness n",
4697,Objection,Objection,"Q. Was he cute 7 MR. GUIRGUIS: Objection. 8 A. I dont remember. 9 MR. GUIRGUIS: Objection, 10 and I direct the witness not to 11 answer. 12 MS. MENNINGER: Im learning 13",
4711,Objection,Objection,"17 there. 18 Q. And, again, that is Natalya, 19 Nadia and Jen 20 MR. GUIRGUIS: Objection. 21 Q. Do you remember 22 A. I cant say specifically if 23 Jen was there. I can",
4720,Objection,Objection,"9 Q. Okay. Well, tell me what 10 you remember she said to you. 11 MR. GUIRGUIS: Objection. 12 When Where What What are we 13 talking about 14 A. I cant remember 15 speci",
4720,Objection,Objection,"r 21 anything, do you recall anything 22 Ghislaine said to you 23 MR. GUIRGUIS: Objection. 24 Youre asking her -- 25 A. It was how to massage MAGNA9 LEGAL SERVICES Case",
